"profit_per_t.t_1","profit_per_t.t_2","profit_per_t.t_2.1","profit_per_t.t_2.2","profit_per_t.t_2.3","run","tots"
0,379.871828081917,0,621.480687641525,1617.80872720685,"Ex: Low and High Prices",2619.16124293029
0,371.684451531693,0,640.748057765328,1569.75463493022,"Ex: Low and High Prices",2582.18714422724
0,364.468632051452,0,648.832025711331,1536.67628923157,"Ex: Low and High Prices",2549.97694699435
0,358.052429130763,0,651.221192707213,1512.47065314063,"Ex: Low and High Prices",2521.74427497861
0,352.327915224255,-1.2319895290055e-13,650.734806909572,1493.8082967756,"Ex: Low and High Prices",2496.87101890943
0,347.208883144433,0,648.845113615756,1478.80412540166,"Ex: Low and High Prices",2474.85812216185
0,342.621260618977,0,646.328168905235,1466.348381764,"Ex: Low and High Prices",2455.29781128821
0,338.500653264526,-1.21712019798912e-13,643.593283689472,1455.76020102519,"Ex: Low and High Prices",2437.85413797919
0,334.791182362112,0,640.853795693247,1446.60322961997,"Ex: Low and High Prices",2422.24820767533
0,331.444471315772,0,638.217336228101,1438.58491536083,"Ex: Low and High Prices",2408.2467229047
-2.82710828198737e-13,328.418656766163,0,635.734300302621,1431.50009734697,"Ex: Low and High Prices",2395.65305441575
-2.81203796271938e-13,325.677466397389,0,633.424193748479,1425.19860643008,"Ex: Low and High Prices",2384.30026657595
0,323.189398935797,0,631.290080401812,1419.56617188194,"Ex: Low and High Prices",2374.04565121955
-2.78587888185306e-13,320.927017059827,0,629.326542741513,1414.51286308298,"Ex: Low and High Prices",2364.76642288432
2.77451438704567e-13,318.866348034202,0,627.524069065557,1409.96589091417,"Ex: Low and High Prices",2356.35630801393
0,316.986379844666,0,625.871456386674,1405.8649875402,"Ex: Low and High Prices",2348.72282377154
2.75465188282289e-13,315.268638800808,0,624.35710598374,1402.15934617362,"Ex: Low and High Prices",2341.78509095817
0,313.696835261649,0,622.969700044289,1398.80552747436,"Ex: Low and High Prices",2335.4720627803
0,312.256565784227,0,621.698533391459,1395.76598019257,"Ex: Low and High Prices",2329.72107936826
0,310.935061843542,0,620.533654726524,1393.00796258227,"Ex: Low and High Prices",2324.47667915234
-2.72400600521022e-13,309.720976999321,0,619.465904601272,1390.50273256698,"Ex: Low and High Prices",2319.68961416757
0,308.604205873087,0,618.486899306177,1388.22492322686,"Ex: Low and High Prices",2315.31602840612
2.71217466692902e-13,307.575729538059,0,617.588988244634,1386.15204967016,"Ex: Low and High Prices",2311.31676745285
0,306.627482929838,0,616.765200057984,1384.26411159033,"Ex: Low and High Prices",2307.65679457815
0,305.75224069821,0,616.009185760919,1382.54326730241,"Ex: Low and High Prices",2304.30469376154
-2.69770830195714e-13,304.943518572258,0,615.315163179555,1380.97356244145,"Ex: Low and High Prices",2301.23224419326
0,0,2.68355550557128e-13,-6.98620133459348e-13,2657.05271780274,"Ex: Extreme Low and High Prices",2657.05271780274
0,1.99946763744727e-13,2.30696505570658e-12,-2.49924702441911e-13,2731.54143766298,"Ex: Extreme Low and High Prices",2731.54143766298
3.78808392642276e-13,2.04530976344642e-13,-4.05229253614104e-13,5.24183109011989e-13,2792.2954257211,"Ex: Extreme Low and High Prices",2792.2954257211
3.84702253959089e-13,2.08256389029094e-13,-1.99981238534153e-12,4.61193249040641e-13,2839.47528099623,"Ex: Extreme Low and High Prices",2839.47528099623
0,0,0,-1.62626099053377e-12,2873.89415028045,"Ex: Extreme Low and High Prices",2873.89415028045
3.92174099905667e-13,0,-5.34154486748999e-13,2.69081515156124e-13,2896.87799534174,"Ex: Extreme Low and High Prices",2896.87799534174
0,0,-6.54608116652703e-14,-1.02615921093131e-12,2910.06310872681,"Ex: Extreme Low and High Prices",2910.06310872681
3.94948837963492e-13,0,2.56104785678725e-12,5.02627836102131e-13,2915.19070463513,"Ex: Extreme Low and High Prices",2915.19070463513
0,0,2.04519999180426e-12,2.57353958083688e-13,2913.94147986732,"Ex: Extreme Low and High Prices",2913.94147986732
0,-2.16171427293057e-13,-8.82546036478872e-14,-2.06440302753512e-12,2907.82783407324,"Ex: Extreme Low and High Prices",2907.82783407324
0,0,-9.32025302831545e-14,0,2898.14098469623,"Ex: Extreme Low and High Prices",2898.14098469623
0,0,-9.72356747813687e-14,3.47073907438094e-13,2885.93960639891,"Ex: Extreme Low and High Prices",2885.93960639891
3.90706530641745e-13,0,-1.42894151823833e-12,-9.70861598835239e-13,2872.06449014924,"Ex: Extreme Low and High Prices",2872.06449014924
0,0,-5.67489960325482e-13,-1.14807125394453e-12,2857.16629128367,"Ex: Extreme Low and High Prices",2857.16629128367
0,0,-1.55380227528264e-12,5.84854749671326e-13,2841.7374703677,"Ex: Extreme Low and High Prices",2841.7374703677
0,0,-3.47760182518608e-12,-9.31342938966096e-13,2826.14320492201,"Ex: Extreme Low and High Prices",2826.14320492201
0,0,-5.72967589163451e-13,-3.22825962301933e-13,2810.64872359669,"Ex: Extreme Low and High Prices",2810.64872359669
0,1.05524377749108e-13,-6.83898681218973e-13,0,2795.44219236237,"Ex: Extreme Low and High Prices",2795.44219236237
0,0,0,1.19413388422828e-12,2780.65320612586,"Ex: Extreme Low and High Prices",2780.65320612586
0,0,6.85664456507185e-13,-1.3817541451288e-13,2766.36737161224,"Ex: Extreme Low and High Prices",2766.36737161224
0,-1.04313545023965e-13,1.13652689749874e-13,1.17328615906384e-12,2752.63761368084,"Ex: Extreme Low and High Prices",2752.63761368084
0,0,-3.42407937815294e-13,4.29590026479881e-13,2739.49283435581,"Ex: Extreme Low and High Prices",2739.49283435581
0,0,-8.00452778017162e-13,7.29381730000399e-13,2726.94448401914,"Ex: Extreme Low and High Prices",2726.94448401914
0,0,-8.00454192181956e-13,-3.05358792121095e-13,2714.99151262102,"Ex: Extreme Low and High Prices",2714.99151262102
0,0,1.16246378424689e-13,8.30480060614847e-13,2703.62407796791,"Ex: Extreme Low and High Prices",2703.62407796791
0,0,1.16702207200373e-13,1.0493042915964e-13,2692.82630786204,"Ex: Extreme Low and High Prices",2692.82630786204
0,0,-3.51296492313503e-13,0,2682.5783460441,"Ex: Extreme Low and High Prices",2682.5783460441
0,0,-5.63706039603732e-13,4.0322946084597e-13,2672.85785825416,"Ex: Extreme Low and High Prices",2672.85785825416
0,0,7.97838542908749e-13,-3.06610061276944e-13,2663.64113264533,"Ex: Extreme Low and High Prices",2663.64113264533
0,0,-2.95412711911331e-12,3.96352546562972e-13,2654.90387625085,"Ex: Extreme Low and High Prices",2654.90387625085
