"profit_per_t.t_1","profit_per_t.t_2","profit_per_t.t_3","profit_per_t.t_4","profit_per_t.t_5","run","tots"
741.393148266689,741.393148266275,0,0,-3.75266635811478e-12,"60",1482.78629653296
736.038976075727,736.038976076491,0,6.0041909630303e-27,5.99895030591057e-12,"60",1472.07795215222
731.1213004729,731.121300472477,0,-2.26100779001569e-13,3.43650767488901e-12,"60",1462.24260094538
726.599447267454,726.599447268217,0,0,7.01905648587732e-12,"60",1453.19889453568
722.437256607855,722.4372566086,-3.41655776562074e-14,-2.23421174171168e-13,5.96210708937986e-12,"60",1444.87451321646
718.602479994337,718.602479994662,0,-2.2223788997196e-13,-3.56418145673469e-12,"60",1437.204959989
715.066272265842,715.066272265449,0,2.14917836888373e-27,-2.39416269253816e-12,"60",1430.13254453129
711.802761429097,711.802761428709,0,6.72380315630833e-27,-3.41859294206557e-12,"60",1423.6055228578
708.788682664149,708.788682664862,0,-2.19209680779738e-13,2.26172593850959e-12,"60",1417.57736532901
706.00306552036,706.003065521081,0,-4.36700263458274e-13,-2.43598244372456e-12,"60",1412.00613104144
703.426965418515,703.426965419217,3.32685494926688e-14,-2.17555233335712e-13,7.81888488490822e-12,"60",1406.85393083774
701.043232250368,701.043232249989,-3.31560695855813e-14,2.16819693033609e-13,-3.36703586574784e-12,"60",1402.08646450035
698.836310164762,698.836310163312,0,4.32277421053578e-13,-9.4154077929542e-12,"60",1397.67262032807
1157.34260888754,1157.34260888936,0,1.42976017810151e-27,-1.9371640699462e-14,"70",2314.6852177769
1119.725057244,1119.7250572457,0,-5.69378630830272e-14,5.56795097929246e-12,"70",2239.45011448971
1086.96811669159,1086.96811669072,0,-5.52745932117758e-14,1.07924055163959e-11,"70",2173.93623338232
1058.24484109831,1058.24484109884,0,5.38161346343207e-14,5.04671127447918e-12,"70",2116.48968219715
1032.90616253765,1032.90616254072,0,-5.25295374344917e-14,-1.03618353024118e-11,"70",2065.81232507836
1010.43506490748,1010.43506490674,0,1.02777078811541e-13,1.52482480728042e-11,"70",2020.87012981424
990.414328364878,990.414328364138,0,5.03719640313835e-14,1.4702214954562e-11,"70",1980.82865672903
972.503352131969,972.50335213468,0,4.94625137600799e-14,4.73769179922852e-12,"70",1945.00670426665
956.421193228584,956.421193229732,0,9.72918492430245e-14,-4.74107250436353e-12,"70",1912.84238645831
941.933949937475,941.933949936806,0,4.79103173226504e-14,0,"70",1883.86789987428
928.845238593258,928.845238593293,0,-4.72457235087384e-14,4.56498465261446e-12,"70",1857.69047718656
916.988909478515,916.988909477899,0,1.29514063900275e-27,9.01363316908564e-12,"70",1833.97781895642
906.223407970961,906.223407973956,0,-2.51192637968635e-27,7.73208810194548e-14,"70",1812.44681594492
896.427361193214,896.427361194325,0,4.55996693919288e-14,-4.45919389445412e-12,"70",1792.85472238753
887.496088861454,887.496088861476,0,0,-4.43784842320594e-12,"70",1774.99217772293
879.338819180024,879.33881918005,0,-8.94639594071473e-14,1.12546731004419e-13,"70",1758.67763836007
871.876448199144,871.8764482002,0,-4.43530676176276e-14,8.89958086691239e-14,"70",1743.75289639934
865.039722206204,865.039722205219,0,0,4.34024911538199e-12,"70",1730.07944441143
858.767752355009,858.767752354439,0,-4.36874585771696e-14,-4.34547890468828e-12,"70",1717.53550470944
853.006792443377,853.006792445523,0,-4.33949387443569e-14,-4.40345622102459e-12,"70",1706.0135848889
847.709226710154,847.709226709617,0,4.31259494053544e-14,-4.28962732162843e-12,"70",1695.41845341977
842.832726479713,842.832726480146,0,-4.28783393131392e-14,-4.17896160073495e-12,"70",1685.66545295985
838.339543527418,838.339543525394,0,-1.82079065848301e-27,-4.17076602398383e-12,"70",1676.67908705281
834.1959147744,834.195914776537,0,-4.24397957675548e-14,3.5593190569001e-14,"70",1668.39182955094
830.371558294426,830.371558293915,0,0,-1.2019748216833e-13,"70",1660.74311658834
826.839244514917,826.83924451336,0,4.2066251994068e-14,-4.11366271320445e-12,"70",1653.67848902827
823.574429807854,823.574429806329,0,0,-8.18111048226512e-12,"70",1647.14885961417
820.554941997334,820.554941996829,0,1.2524147622841e-13,-8.08115057480364e-12,"70",1641.10988399416
817.760709343355,817.760709344388,0,-4.1605278066185e-14,4.01999536247007e-12,"70",1635.52141868775
815.173526078724,815.173526079635,0,0,3.88930058573751e-12,"70",1630.34705215836
1323.23338294197,1323.23338294432,0,1.35393798409168e-27,-4.15078859101761e-14,"80",2646.46676588629
1280.18911507737,1280.18911507883,0,2.99416903346979e-28,-6.34329239254444e-12,"80",2560.37823015619
1242.70789073796,1242.70789074052,0,0,1.8683090096696e-11,"80",2485.4157814785
1209.84293464998,1209.84293464891,0,5.0957642517916e-14,5.90969929578925e-12,"80",2419.6858692989
1180.85119788154,1180.85119788574,-6.96712224292629e-15,-4.97381732770047e-14,-6.09265311641446e-12,"80",2361.70239576727
1155.14085444278,1155.14085444359,0,-5.91078056106069e-28,-5.7607124033047e-12,"80",2310.28170888636
1132.23435099558,1132.23435099564,-6.68067153379396e-15,-4.76932170443153e-14,-1.14132735498233e-11,"80",2264.46870199121
1111.74185947482,1111.74185947393,6.55992966952482e-15,-4.68312501544752e-14,5.47042775856541e-12,"80",2223.48371894876
1093.3418515541,1093.3418515507,-6.45151672926506e-15,4.60572959043703e-14,5.53020797285984e-12,"80",2186.68370310481
1076.7666504755,1076.76665047555,6.35385556021772e-15,-4.53600965950561e-14,1.60056140280765e-11,"80",2153.53330095107
1061.79152621899,1061.79152622238,0,4.47302035769348e-14,-5.22500253891125e-12,"80",2123.58305244136
1048.22635526886,1048.22635526574,0,-8.83192309705995e-14,-1.05676647254085e-11,"80",2096.45271053459
1035.9091646378,1035.90916463477,0,4.36415211442979e-14,-5.13033857028485e-12,"80",2071.81832927256
1024.70107932382,1024.70107932305,6.04708495018095e-15,-4.34524961741588e-28,5.07896851569512e-12,"80",2049.40215864687
1014.48232805808,1014.4823280595,0,2.31417163614991e-27,-6.76798773983699e-14,"80",2028.96465611758
1005.14905632517,1005.14905632443,-5.93188433123033e-15,0,4.94669627389291e-12,"80",2010.29811264961
996.610761626263,996.610761623434,-5.88157665543191e-15,-4.19885252898004e-14,-1.01704201517378e-13,"80",1993.2215232497
988.788213069649,988.788213068927,0,0,-3.49387341564262e-14,"80",1977.57642613858
981.611751324348,981.611751321615,5.79320241044745e-15,4.13576260591764e-14,-9.86632963547834e-12,"80",1963.22350264595
975.019889778486,975.019889777781,-5.75436312869867e-15,8.21607125905254e-14,-9.76187601921345e-12,"80",1950.03977955626
968.958156144827,968.958156146677,0,4.08253825411016e-14,-1.33126057216254e-13,"80",1937.9163122915
963.378127334904,963.37812733421,-5.68576980517047e-15,4.05906695970395e-14,4.7755019671761e-12,"80",1926.75625466912
958.236620788912,958.236620789764,0,4.03744068245862e-14,-9.56405031856819e-12,"80",1916.47324157867
953.495013291589,953.49501329092,5.62753844696117e-15,4.01749593847694e-14,4.69290007257181e-12,"80",1906.99002658251
949.118664224796,949.118664224128,5.60175297600126e-15,1.27697584546787e-27,-2.97868992328373e-14,"80",1898.23732844892
945.076424951118,945.076424950445,0,3.98208511175336e-14,-4.71459328985874e-12,"80",1890.15284990156
941.340219542879,941.340219542217,5.55592234037385e-15,0,-6.28081263025192e-14,"80",1882.6804390851
937.884684952874,937.884684952222,-5.53556231299448e-15,0,-1.2886401667593e-13,"80",1875.7693699051
934.686860931796,934.686860930632,0,7.87676802055799e-14,-9.3917671233297e-12,"80",1869.37372186242
931.72592177232,931.725921773524,-5.49927484901631e-15,9.94716327891915e-28,-4.71395942247717e-12,"80",1863.45184354584
1488.61143459192,1488.61143459488,0,1.6464430016872e-27,-3.81630956261459e-14,"90",2977.2228691868
1440.22513334284,1440.22513334136,0,6.55661572080517e-14,7.13525525537315e-12,"90",2880.45026668421
1398.09137685602,1398.09137685461,0,6.36501878764641e-14,6.90921283702777e-12,"90",2796.18275371064
1361.14627875835,1361.14627875703,0,1.23940311965702e-13,-6.58800264523914e-12,"90",2722.29255751537
1328.55482601083,1328.55482601326,0,6.04881057262753e-14,-5.07297502808514e-14,"90",2657.10965202409
1299.65190772151,1299.6519077238,0,-5.91737856812719e-14,-6.62181240612462e-12,"90",2599.3038154453
1273.90080939793,1273.90080940011,0,1.16005583117367e-13,-1.89691819316364e-11,"90",2547.80161879802
1250.86339029462,1250.86339029343,0,-5.69551972541313e-14,1.86743455930084e-11,"90",2501.72678058807
1230.17825975979,1230.17825976186,0,-5.60145677546687e-14,1.23171094619888e-11,"90",2460.35651952166
